,wage,rent
385,22.96,9.9576101169349
386,35.09,15.747340634681386
387,35.22,9.310211978848045
388,53.06,21.01919188040037
389,58.75,18.88151625140359
390,23.23,6.168668055640579
391,50.71,23.26189838910274
392,57.82,27.078936384979606
393,53.55,18.042023246544264
394,48.23,21.882886361181235
395,31.99,21.17134571884394
396,55.01,22.23151493580081
397,42.59,4.95074693107162
398,39.58,15.12518845129011
399,27.35,10.322286582990403
400,43.56,7.834778255887391
401,21.53,13.455798158057263
402,38.37,15.481512279514355
403,42.99,15.318475123041498
404,49.64,14.58344081463241
405,56.82,20.8731966377578
406,56.85,16.117566146009295
407,58.84,23.341278641959928
408,50.38,11.267324181166385
409,50.83,16.00056127605228
410,59.07,25.57690050690623
411,55.32,23.75207088945738
412,34.72,19.20686815396413
413,39.78,20.025688511627074
414,37.37,16.734590310443195
415,49.55,19.569938218239926
416,24.0,10.362232855038034
417,31.23,6.528933528762318
418,36.51,23.80497938631743
419,41.33,13.005459944750442
420,54.3,22.14688112389137
421,50.69,19.683279734003765
422,24.46,3.761188039231506
423,24.33,10.000528859828483
424,40.22,15.120621894659237
425,34.52,4.597597651968911
426,24.83,23.16008299092517
427,23.91,22.17169697754636
428,33.37,19.810384581380475
429,36.1,7.77599933215483
430,40.28,16.797870833529764
431,24.72,19.175927738480652
432,40.49,22.401369092700328
433,54.69,26.01137410504227
434,55.12,26.940118177476528
435,44.81,20.863957567203798
436,55.18,27.362096862097353
437,23.58,8.104495391924097
438,58.21,20.648256884229966
439,35.53,21.01750200761945
440,49.11,16.105389890286062
441,54.38,18.643410636271458
442,49.02,20.150980447676808
443,45.28,23.827766348495075
444,38.41,18.20717635505553
445,31.81,18.2302384858342
446,51.97,18.252888014408224
447,23.23,16.569128605814463
448,45.41,24.42661613438792
449,50.81,15.846683098839652
450,28.59,14.17874614727761
451,21.35,16.999365729755873
452,26.21,6.6804684093033
453,26.25,4.306708204005313
454,48.1,11.98835825955497
455,40.38,9.221888770995113
456,30.74,12.88837485343945
457,20.87,13.15614942640164
458,42.02,22.39433436903271
459,57.03,26.902739726782137
460,44.3,20.0328014814466
461,53.39,17.52926825095198
462,22.54,13.55786441143322
463,26.8,8.50574514793098
464,53.42,27.51899656226634
465,29.4,10.09201133586241
466,54.66,20.415472842656058
467,51.46,25.1308400061937
468,49.44,27.82597914155901
469,34.1,6.2028050846974345
470,27.04,3.416019984148841
471,52.74,17.916519042501964
472,58.25,21.7711726095606
473,44.02,23.147241299393702
474,55.99,28.452993015431844
475,34.21,8.260126518471765
476,24.28,7.488582563628076
477,33.83,14.759591215705905
478,28.58,16.096388843987658
479,34.75,13.542951445895724
480,28.62,15.414931619796725
481,36.04,16.707924634024963
482,29.72,15.527431398734818
483,21.37,14.609661993496609
484,46.95,24.3816842337002
485,33.31,15.66667515964594
486,53.25,28.522321813523963
487,52.49,22.1688645037692
488,34.53,17.197742950602663
489,22.88,10.99373343254419
490,33.91,9.146212244104696
491,42.22,19.82981073456521
492,28.63,12.264038250796968
493,45.79,15.458154269604954
494,53.4,26.22752231977809
495,52.52,18.178671396898316
496,52.91,34.71907044447401
497,22.66,11.514820153411677
498,48.43,19.623404779097022
499,53.25,25.94971780215576
500,21.37,5.506809726375003
501,21.84,17.648504581889597
502,35.67,14.542680702245582
503,22.08,18.95872387801058
504,51.06,24.148289404562313
505,50.91,23.320395329257735
506,53.0,20.135351956706536
507,42.47,11.585772917131244
508,47.83,17.19478680199345
509,47.05,29.367501515291124
510,49.76,10.046884109577732
511,41.06,21.366335950033847
512,30.88,12.555597402206631
513,25.83,3.265438182162363
514,31.45,14.606110889784155
515,39.66,8.836402314263355
516,54.06,20.870952060206854
517,53.63,19.55812523549534
518,46.54,14.350482853437601
519,44.12,18.315577300735658
520,29.95,19.154216644144462
521,21.13,6.249259716683477
522,49.62,22.43680874492081
523,30.42,4.178119074459856
524,48.98,25.02030034953965
525,46.46,22.89170317510728
526,39.48,15.6186159821887
527,41.15,15.802169779089585
528,23.88,1.2530114068354106
529,25.12,7.54924839288784
530,57.02,14.369996559949996
531,26.28,14.852089553589582
532,39.12,16.65123067910751
533,33.49,15.28880261069267
534,37.29,21.909383172888383
535,32.27,18.642574258426208
536,41.2,15.764343389418215
537,24.05,10.043970148464892
538,28.33,18.523766659051375
539,38.59,23.318042557978814
540,27.02,9.41987840460655
541,23.48,12.872464253239118
542,23.24,13.624079501077855
543,27.95,5.500854985856291
544,31.02,14.233090394776207
545,20.72,9.36094874571996
546,47.31,11.997602728035247
547,46.63,23.122359092752514
548,46.01,31.52298770232518
549,51.91,29.749427864128123
550,41.11,5.908663151032773
551,23.25,7.605647424231858
552,24.77,18.61263027604938
553,53.28,13.327438738632065
554,58.34,13.065736258772114
555,47.66,16.464850964127166
556,47.83,27.763162781752495
557,45.17,17.697089726786754
558,34.97,18.08801878508713
559,30.81,9.134181692916147
560,43.85,17.3129103612494
561,46.63,22.564389827017365
562,40.8,20.922425957382483
563,48.43,18.700036271052678
564,40.76,7.127869704356547
565,22.83,19.273696328784496
566,46.31,19.800491949722215
567,20.5,18.371478101296766
568,57.74,34.362648307985324
569,46.77,20.04773848346435
570,44.81,17.817192430690305
571,49.76,15.776366013597872
572,20.72,18.446111186495706
573,27.68,20.1561731829662
574,55.05,22.857696389520136
575,53.09,22.355784883975108
576,41.4,19.092785432578406
577,57.22,22.03619612082356
578,25.66,16.705086269283107
579,55.16,14.545930677806155
580,24.07,18.422252558200437
581,20.61,15.444390844954407
582,48.78,13.471690973657628
583,25.87,23.895684316518576
584,55.2,21.338764887829537
585,50.94,22.32891472500602
586,41.36,8.232750699553035
587,23.06,6.292258122470514
588,27.87,12.9136649721657
589,27.8,13.493691930728886
590,27.96,10.165790697900677
591,46.36,9.508951362423447
592,38.59,14.042904395468655
593,55.17,25.523502312316676
594,34.87,9.083123197236675
595,24.26,10.681690476915003
596,37.75,14.975156682486734
597,38.47,17.828364979035445
598,53.13,24.347722698917508
599,32.51,22.06624396917846
600,24.56,12.218348557322278
601,41.17,13.585156653372527
602,29.37,14.304079002877938
603,38.86,11.886823695764456
604,54.58,18.2602196461091
605,57.51,24.97399070334703
606,38.63,17.626284159576958
607,40.93,10.778436449920648
608,29.09,10.310719761745977
609,36.68,13.479829003070071
610,37.82,12.028323759351245
611,45.55,24.70046004235242
612,39.73,16.219521396288425
613,27.3,14.68663575784552
614,47.62,18.443990801021453
615,39.12,17.0409571749958
616,23.43,16.233186168807574
617,44.75,18.742769622732613
618,46.24,23.04677230261653
619,43.2,14.580571575042063
620,51.1,14.466589367641891
621,45.2,27.497032433906117
622,38.1,14.956723950670865
623,36.95,17.732512809650476
624,57.3,18.5112323965675
625,42.23,17.860543031008262
626,22.82,11.337909368975286
627,53.92,20.83547032579138
628,49.44,25.906599479148525
629,41.47,13.583794954883464
630,30.0,9.068229155843255
631,44.43,16.798257208632638
632,34.66,22.869872598312508
633,31.82,10.960542796702189
634,50.59,16.081753610735394
635,22.02,13.700015289471164
636,57.18,12.77565746354435
637,50.73,23.79680674267373
638,36.16,15.876739020363376
639,20.63,4.600371826709453
640,57.18,30.390409360394123
641,26.36,13.74675544168605
642,59.17,19.99573024198775
643,57.09,15.474005743890956
644,51.22,16.376324329229817
645,46.51,16.988880603999917
646,42.94,29.495470858753325
647,43.74,11.89446578463035
648,40.91,22.464373550910846
649,35.49,13.67848202687796
650,55.97,18.85071458212698
651,26.17,9.277890556866879
652,23.14,13.38688470193973
653,53.58,19.955394385584313
654,44.27,25.515801350541288
655,28.08,16.614886013061938
656,34.12,16.28981344382168
657,48.5,22.308014446773893
658,34.12,24.158160557776775
659,57.87,26.751465839229645
660,51.51,14.969305184893596
661,43.81,13.252862331450588
662,39.37,16.876634624184973
663,49.21,23.051026710777123
664,49.96,20.973377007526132
665,57.08,14.74618315101827
666,26.4,12.034567609803561
667,58.3,21.621806629258508
668,40.22,15.914845092428418
669,40.57,20.22400901837359
670,47.99,21.442382110978766
671,33.75,19.832201274723765
672,38.61,12.89337969924195
673,22.81,7.634917947122769
674,43.52,20.419032297925312
675,57.51,25.75648461464425
676,40.17,15.528552031060372
677,33.77,23.87926922810371
678,23.06,7.513117290831121
679,48.81,7.795300384454457
680,46.71,13.764004264944994
681,31.77,15.221438811647246
682,44.02,22.137996082924364
683,33.89,14.477691129922432
684,44.14,17.528788675162428
685,36.77,9.796810762559264
686,35.46,13.033431735665701
687,29.81,9.036034500507494
688,23.03,14.42745544659704
689,21.77,17.850513633440464
690,25.36,10.867378949571808
691,49.63,24.914582414991653
692,29.08,13.936994634493841
693,21.81,8.006634221871696
694,45.34,17.602623129423414
695,24.95,14.739465370897424
696,31.13,15.213635983595447
697,28.9,7.124865179949885
698,24.27,14.303016701205333
699,55.24,20.926955983879594
700,54.83,22.180096014510166
701,53.53,16.913591715869998
702,23.47,-0.1382732878310371
703,27.12,12.35210551280317
704,48.93,21.583167016745353
705,58.1,21.79333855396854
706,55.17,19.30206882454548
707,52.79,27.033799046965306
708,23.16,15.880892969936202
709,31.94,14.965772973650726
710,30.9,14.122174387196972
711,32.15,7.403234829628886
712,30.04,13.825016366700265
713,39.11,19.2639011231755
714,53.57,22.309409066284505
715,43.79,18.666530073915997
716,59.34,24.12586234133887
717,50.08,25.869834194995615
718,38.65,25.936157334151325
719,45.04,16.36809306468242
720,20.56,11.537822735874752
721,29.91,17.10076730016325
722,33.33,13.074513858401028
723,58.58,23.765123484948145
724,24.3,16.43630578818592
725,49.76,23.95632180381157
726,40.26,13.13733685851228
727,28.05,15.76792372425059
728,45.01,27.846058955061327
729,27.85,5.539350905379601
730,54.74,21.67523905148663
731,57.61,26.100095874231037
732,50.02,16.577660796131443
733,34.65,16.935575015911343
734,58.05,20.15046134950308
735,47.29,22.45880043826508
736,34.29,16.392936127343855
737,25.84,12.015148584553184
738,26.58,17.456856802273883
739,41.61,19.158728209121005
740,34.15,18.873844287556672
741,37.54,13.433598094903669
742,26.15,11.766531251478153
743,28.88,12.985423206723155
744,37.37,17.09649572142698
745,57.31,25.981670096472097
746,41.32,16.142372194431832
747,36.87,13.180436415683051
748,55.5,23.746096669425132
749,33.16,7.012180168327479
750,25.44,6.243915940006795
751,50.69,17.52508631053279
752,35.82,13.162825509911452
753,25.75,10.714953782300928
754,48.73,14.913520382887366
755,42.89,24.435467525980094
756,57.4,24.333772497333243
757,35.19,18.665284131669196
758,46.09,24.841175515079307
759,32.63,19.346290330044795
760,56.46,17.0710112605175
761,40.8,11.672527665685234
762,34.68,15.922966453858646
763,20.08,15.586819088883402
764,45.42,20.951653602260638
765,38.05,20.11799314015643
766,51.53,28.32285863587088
767,21.81,8.745062332199035
768,49.64,34.895310781799836
769,46.7,16.38792563403917
770,53.84,23.494991430529375
771,22.95,10.171837952666618
772,32.42,17.8480682730619
773,54.3,20.942343489510442
774,58.78,26.037191198570156
775,20.29,5.079683726780111
776,48.88,13.818942763043715
777,37.96,15.48332659396293
778,38.98,17.081051972604175
779,47.23,12.593195864009942
780,43.87,23.078107824829072
781,34.69,25.05437395839663
782,37.85,10.799713914831033
783,31.68,7.937602790555621
784,57.99,11.218088487878827
785,38.29,15.527593399093924
786,29.42,11.826116117069686
787,40.7,21.617689982937947
788,20.96,20.076422208847045
789,46.14,19.540022613560392
790,24.83,6.477675300351529
791,34.45,11.661849984481606
792,55.81,21.623102992731656
793,59.57,24.129214464742674
794,46.25,15.746186595936061
795,48.12,20.298146815567865
796,38.79,23.05056601081887
797,23.59,22.537004220278334
798,36.83,14.423278185541008
799,31.63,16.973262382399525
800,41.5,18.902138628346634
801,46.74,10.431785867419258
802,46.08,17.505291408633127
803,42.77,8.88692269528231
804,44.19,12.614163079544094
805,23.63,16.501600613445646
806,36.55,19.36429532400921
807,42.01,17.00074340049129
808,55.05,17.598640323543258
809,54.36,14.092646113041841
810,45.69,21.89627049029619
811,52.74,16.880263450540955
812,21.56,15.8864290766256
813,36.19,12.079655316373291
814,46.07,12.19545832894921
815,36.47,14.428319758360212
816,39.77,6.508006242751751
817,52.49,24.51101369837498
818,31.23,9.579861103574984
819,29.37,14.845090399917373
820,29.75,14.483499751970045
821,51.71,15.726509556802785
822,59.83,28.351266668194015
823,50.74,19.795369454919577
824,35.0,22.492056124003412
825,25.18,20.29134671065458
826,32.7,14.388423393048994
827,42.4,20.420031143507376
828,36.03,10.38149937498438
829,50.3,19.010225132642997
830,48.86,21.379199039465355
831,20.92,5.493509333426639
832,34.23,13.51379084471128
833,57.99,21.75096303160489
834,39.31,19.64445852102955
835,23.31,15.227156598472007
836,30.68,14.923377962089265
837,48.37,23.231999653044014
838,53.03,23.804933279436142
839,51.11,17.263890016511805
840,52.6,27.33802023744146
841,48.35,15.890130526993737
842,46.41,21.038730608224288
843,52.59,24.71768015350277
844,33.56,16.322876870838524
845,42.16,13.911647081529766
846,40.84,20.036934203081877
847,27.61,4.895682329894484
848,44.87,24.38367009290714
849,52.2,18.767590223037732
850,31.91,19.77090002020057
851,28.99,10.03463748995566
852,43.7,12.364630938638994
853,45.12,11.449431202212832
854,36.49,26.821026672117142
855,50.78,24.361714289764986
856,28.97,14.640008732327496
857,44.83,12.266344733548248
858,48.62,17.8657983721482
859,52.09,23.00993607616979
860,50.3,18.91804012438492
861,21.49,12.047650521424382
862,50.92,16.60039460047618
863,26.68,13.922111959784939
864,30.91,13.74992547233853
865,25.71,16.655148342411337
866,36.43,16.863972297929006
867,43.62,18.868034676392092
868,42.27,19.039531758923545
869,26.05,10.97036123116317
870,37.86,16.18722380601015
871,45.8,19.298530001770274
872,31.36,12.648225043531951
873,57.78,28.934029166061215
874,50.09,29.91735463750279
875,28.29,23.583353898509714
876,50.91,19.200046956840353
877,57.1,25.998937295303083
878,50.51,29.096430678331302
879,30.15,11.932931329153899
880,57.62,34.065503316128165
881,36.29,26.096751517910377
882,45.85,16.0492576710551
883,38.98,17.640847798937127
884,32.88,8.650917198294922
885,37.32,21.848963353330753
886,45.41,12.895007651103892
887,48.18,27.27959687113213
888,48.05,16.879296232352736
889,49.6,9.689191107131691
890,44.14,19.844124246555044
891,40.65,15.68740664114829
892,59.38,24.882684977750728
893,36.61,13.691341939479258
894,39.49,19.806792077503125
895,54.16,18.256325270438754
896,58.56,20.452868124654117
897,58.81,24.065157830790923
898,32.91,19.319653200074747
899,54.0,24.900388509132412
900,52.36,12.967434073950155
901,59.57,27.265816666370494
902,23.69,10.782791761871408
903,24.96,17.833523986795065
904,46.48,15.544438017114778
905,34.68,21.23374580840182
906,39.86,23.652275493965135
907,45.92,24.50035705120804
908,44.03,19.587135444953223
909,23.91,13.74956537111228
910,49.1,24.72019627151567
911,36.82,16.189693597840385
912,22.88,11.012138612165202
913,58.87,22.19716832191055
914,27.32,9.265193483811473
915,50.74,14.451439371817415
916,37.4,8.232078465897628
917,27.74,13.782886694241949
918,23.13,7.00813984335708
919,35.37,7.140048781596308
920,50.95,13.818450812118652
921,41.5,15.812982238673863
922,35.89,14.522923483922613
923,55.43,15.603212511358102
924,25.81,11.764882709360055
925,57.64,14.239329748533972
926,55.74,23.360106169129708
927,38.02,23.06767214707816
928,40.79,12.227828081977707
929,26.87,16.505233826977957
930,58.18,20.73088298099406
931,44.55,32.35510035589324
932,44.6,14.900839532939669
933,59.5,19.635114620768043
934,26.0,12.204819866182529
935,48.76,14.064770040085163
936,27.54,18.78117739699055
937,47.83,10.440296362929708
938,38.04,13.754142156853773
939,45.69,22.542086379686356
940,54.45,15.298573378498759
941,26.65,19.819193901412895
942,46.83,17.351225929625574
943,27.58,21.81372168811002
944,46.85,26.07207090091532
945,32.86,8.909687835138072
946,36.93,21.927295043371963
947,35.22,16.362324216698294
948,59.77,23.128996190008504
949,41.74,17.655752286925914
950,37.18,10.366956733344008
951,55.04,26.349335877065013
952,35.89,13.32569329982241
953,29.82,10.037170034363164
954,44.99,22.01379476565021
955,57.25,26.78441360405122
956,48.55,26.892717778785816
957,38.65,21.36940458034692
958,32.76,17.810673177396026
959,38.54,11.720534907684879
960,26.99,10.855884907717318
961,53.05,26.913648920444246
962,47.77,18.72843670276928
963,52.08,27.74722292031585
964,48.59,14.495898894829772
965,42.99,28.804130216423452
966,55.91,25.224510509269155
967,57.28,20.06485994612454
968,47.75,24.05373442564057
969,33.6,17.262297708606557
970,23.94,5.030648602865884
971,47.98,20.253587260991324
972,37.93,15.314916943761439
973,20.54,9.164505099735525
974,52.73,28.81104410875708
975,33.95,22.793716782591954
976,27.96,6.386753427406613
977,56.88,22.57438121155553
978,47.63,31.842503690572673
979,54.67,22.46517809560468
980,43.53,29.976562934652968
981,36.97,18.048545531703084
982,30.7,15.883553779759133
983,26.09,17.05708100269732
984,20.0,7.043527672334335
985,36.47,14.046110154685126
986,37.17,22.319929675270295
987,38.82,18.77380649947132
988,55.43,20.834020578528772
989,25.79,12.6967505406539
990,24.94,8.653830061120685
991,40.02,17.511602027504086
992,46.94,18.919361090905657
993,22.0,6.5780457474595675
994,40.78,18.267611441691955
995,30.87,21.137608343194586
996,20.81,2.0421104836935804
997,29.87,16.242055599981263
